"x","y_obs_TiannaGreenMAPbBr50I50.tif_Azm=_0.00"
35.978,40.47
35.996,40.45
36.014,40.614
36.032,40.144
36.05,39.763
36.068,40.273
36.086,40.463
36.104,40.623
36.122,40.535
36.14,40.639
36.158,40.762
36.176,40.71
36.194,41.092
36.212,40.915
36.23,40.354
36.248,40.621
36.266,41.336
36.284,40.874
36.302,41.042
36.32,41.279
36.338,41.106
36.356,40.888
36.374,40.888
36.392,41.002
36.41,40.939
36.428,41.126
36.446,40.993
36.464,41.127
36.482,40.903
36.5,40.818
36.518,41.512
36.536,41.045
36.554,40.982
36.572,41.248
36.59,41.004
36.608,41.372
36.626,41.441
36.644,41.684
36.662,41.156
36.68,42.3
36.698,41.607
36.716,41.312
36.734,41.306
36.752,41.295
36.77,41.504
36.788,41.716
36.806,41.791
36.824,42.088
36.842,42.248
36.86,41.558
36.878,41.446
36.896,41.633
36.914,41.601
36.932,41.419
36.95,41.205
36.968,41.278
36.986,42.185
37.004,41.02
37.022,41.93
37.04,42.245
37.058,42.52
37.076,41.907
37.094,42.225
37.112,41.604
37.13,42.368
37.148,41.914
37.166,42.176
37.184,41.718
37.202,41.363
37.22,42.031
37.238,41.692
37.256,42.462
37.274,42.594
37.292,42.061
37.31,42.857
37.328,42.947
37.346,42.434
37.364,42.44
37.382,41.466
37.4,41.543
37.418,41.326
37.436,40.971
37.454,41.815
37.472,41.277
37.49,41.825
37.508,41.139
37.526,41.043
37.544,41.456
37.562,40.783
37.58,40.543
37.598,41.16
37.616,34.089
37.634,35.96
37.652,28.094
37.67,12.061
37.688,0.0
37.706,0.0
37.724,0.0
37.742,0.0
37.76,0.0
37.778,0.0
37.796,0.0
37.814,0.0
37.832,0.0
37.85,0.0
37.868,0.0
37.886,0.0
37.904,0.0
37.922,0.0
37.94,0.0
37.958,0.0
37.976,0.0
37.994,0.0
38.012,0.0
38.03,0.0
38.048,0.0
38.066,0.0
38.084,0.0
38.102,0.0
38.12,0.0
38.138,0.0
38.156,0.0
38.174,0.0
38.192,0.0
38.21,0.0
38.228,0.0
38.246,0.0
38.264,0.0
38.282,0.0
38.3,0.0
38.318,0.0
38.336,0.0
38.354,0.0
38.372,0.0
38.39,0.0
38.408,0.0
38.426,0.0
38.444,0.0
38.462,0.0
38.48,0.0
38.498,0.0
38.516,0.0
38.534,0.0
38.552,0.0
38.57,0.0
38.588,0.0
38.606,0.0
38.624,0.0
38.642,0.0
38.66,0.0
38.678,0.0
38.696,0.0
38.714,0.0
38.732,0.0
38.75,0.0
38.768,0.0
38.786,0.0
38.804,0.0
38.822,0.0
38.84,0.0
38.858,0.0
38.876,0.0
38.894,0.0
38.912,0.0
38.93,0.0
38.948,0.0
38.966,0.0
38.984,0.0
39.002,0.0
39.02,0.0
39.038,0.0
39.056,0.0
39.074,0.0
39.092,0.0
39.11,0.0
39.128,0.0
39.146,0.0
39.164,0.0
39.182,0.0
39.2,0.0
39.218,0.0
39.236,0.0
39.254,0.0
39.272,0.0
39.29,0.0
39.308,0.0
39.326,0.0
39.344,0.0
39.362,0.0
39.38,0.0
39.398,0.0
39.416,0.0
39.434,0.0
39.452,0.0
39.47,0.0
39.488,0.0
39.506,0.0
39.524,0.0
39.542,0.0
39.56,0.0
39.578,0.0
39.596,0.0
39.614,0.0
39.632,0.0
39.65,0.0
39.668,0.0
39.686,0.0
39.704,0.0
39.722,0.0
39.74,0.0
39.758,0.0
39.776,0.0
39.794,0.0
39.812,0.0
39.83,0.0
39.848,0.0
39.866,0.0
39.884,0.0
39.902,0.0
39.92,0.0
39.938,0.0
39.956,0.0
39.974,0.0
39.992,0.0
40.01,0.0
40.028,0.0
40.046,0.0
40.064,0.0
40.082,0.0
40.1,0.0
40.118,0.0
40.136,0.0
40.154,0.0
40.172,0.0
40.19,0.0
40.208,0.0
40.226,0.0
40.244,0.0
40.262,0.0
40.28,0.0
40.298,0.0
40.316,0.0
40.334,0.0
40.352,0.0
40.37,0.0
40.388,0.0
40.406,0.0
40.424,0.0
40.442,0.0
40.46,0.0
40.478,0.0
40.496,0.0
40.514,0.0
40.532,0.0
40.55,0.0
40.568,0.0
40.586,0.0
40.604,0.0
40.622,0.0
40.64,0.0
40.658,0.0
40.676,0.0
40.694,0.0
40.712,0.0
40.73,0.0
40.748,0.0
40.766,0.0
40.784,0.0
40.802,0.0
40.82,0.0
40.838,0.0
40.856,0.0
40.874,0.0
40.892,0.0
40.91,0.0
40.928,0.0
40.946,0.0
40.964,0.0
40.982,0.0
41.0,0.0
41.018,0.0
41.036,0.0
41.054,0.0
41.072,0.0
41.09,0.0
41.108,0.0
41.126,0.0
41.144,0.0
41.162,0.0
41.18,0.0
41.198,0.0
41.216,0.0
41.234,0.0
41.252,0.0
41.27,0.0
41.288,0.0
41.306,0.0
41.324,0.0
41.342,0.0
41.36,0.0
41.378,0.0
41.396,0.0
41.414,0.0
41.432,0.0
41.45,0.0
41.468,0.0
41.486,0.0
41.504,0.0
41.522,0.0
41.54,0.0
41.558,0.0
41.576,0.0
41.594,0.0
41.612,0.0
41.63,0.0
41.648,0.0
41.666,0.0
41.684,0.0
41.702,0.0
41.72,0.0
41.738,0.0
41.756,0.0
41.774,0.0
41.792,0.0
41.81,0.0
41.828,0.0
41.846,0.0
41.864,0.0
41.882,0.0
41.9,0.0
41.918,0.0
41.936,0.0
41.954,0.0
41.972,0.0
41.99,0.0
42.008,0.0
42.026,0.0
42.044,0.0
42.062,0.0
42.08,0.0
42.098,0.0
42.116,0.0
42.134,0.0
42.152,0.0
42.17,0.0
42.188,0.0
42.206,0.0
42.224,0.0
42.242,0.0
42.26,0.0
42.278,0.0
42.296,0.0
42.314,0.0
42.332,0.0
42.35,0.0
42.368,0.0
42.386,0.0
42.404,0.0
42.422,0.0
42.44,0.0
42.458,0.0
42.476,0.0
42.494,0.0
42.512,0.0
42.53,0.0
42.548,0.0
42.566,0.0
42.584,0.0
42.602,0.0
42.62,0.0
42.638,0.0
42.656,0.0
42.674,0.0
42.692,0.0
42.71,0.0
42.728,0.0
42.746,0.0
42.764,0.0
42.782,0.0
42.8,0.0
42.818,0.0
42.836,0.0
42.854,0.0
42.872,0.0
42.89,0.0
42.908,0.0
42.926,0.0
42.944,0.0
42.962,0.0
42.98,0.0
42.998,0.0
43.016,0.0
43.034,0.0
43.052,0.0
43.07,0.0
43.088,0.0
43.106,0.0
43.124,0.0
43.142,0.0
43.16,0.0
43.178,0.0
43.196,0.0
43.214,0.0
43.232,0.0
43.25,0.0
43.268,0.0
43.286,0.0
43.304,0.0
43.322,0.0
43.34,0.0
43.358,0.0
43.376,0.0
43.394,0.0
43.412,0.0
43.43,0.0
43.448,0.0
43.466,0.0
43.484,0.0
43.502,0.0
43.52,0.0
43.538,0.0
43.556,0.0
43.574,0.0
43.592,0.0
43.61,0.0
43.628,0.0
43.646,0.0
43.664,0.0
43.682,0.0
43.7,0.0
43.718,0.0
43.736,0.0
43.754,0.0
43.772,0.0
43.79,0.0
43.808,0.0
43.826,0.0
43.844,0.0
43.862,0.0
43.88,0.0
43.898,0.0
43.916,0.0
43.934,0.0
43.952,0.0
43.97,0.0
43.988,0.0
44.006,0.0
44.024,0.0
44.042,0.0
44.06,0.0
44.078,0.0
44.096,0.0
44.114,0.0
44.132,0.0
44.15,0.0
44.168,0.0
44.186,0.0
44.204,0.0
44.222,0.0
44.24,0.0
44.258,0.0
44.276,0.0
44.294,0.0
44.312,0.0
44.33,0.0
44.348,0.0
44.366,0.0
44.384,0.0
44.402,0.0
44.42,0.0
44.438,0.0
44.456,0.0
44.474,0.0
44.492,0.0
44.51,0.0
44.528,0.0
44.546,0.0
44.564,0.0
44.582,0.0
44.6,0.0
44.618,0.0
44.636,0.0
44.654,0.0
44.672,0.0
44.69,0.0
44.708,0.0
44.726,0.0
44.744,0.0
44.762,0.0
44.78,0.0
44.798,0.0
44.816,0.0
44.834,0.0
44.852,0.0
44.87,0.0
44.888,0.0
44.906,0.0
44.924,0.0
44.942,0.0
44.96,0.0
44.978,0.0
44.996,0.0
45.014,0.0
45.032,0.0
45.05,0.0
45.068,0.0
45.086,0.0
45.104,0.0
45.122,0.0
45.14,0.0
45.158,0.0
45.176,0.0
45.194,0.0
45.212,0.0
45.23,0.0
45.248,0.0
45.266,0.0
45.284,0.0
45.302,0.0
45.32,0.0
45.338,0.0
45.356,0.0
45.374,0.0
45.392,0.0
45.41,0.0
45.428,0.0
45.446,0.0
45.464,0.0
45.482,0.0
45.5,0.0
45.518,0.0
45.536,0.0
45.554,0.0
45.572,0.0
45.59,0.0
45.608,0.0
45.626,0.0
45.644,0.0
45.662,0.0
45.68,0.0
45.698,0.0
45.716,0.0
45.734,0.0
45.752,0.0
45.77,0.0
45.788,0.0
45.806,0.0
45.824,0.0
45.842,0.0
45.86,0.0
45.878,0.0
45.896,0.0
45.914,0.0
45.932,0.0
45.95,0.0
45.968,0.0
45.986,0.0
46.004,0.0
46.022,0.0
46.04,0.0
46.058,0.0
46.076,0.0
46.094,0.0
46.112,0.0
46.13,0.0
46.148,0.0
46.166,0.0
46.184,0.0
46.202,0.0
46.22,0.0
46.238,0.0
46.256,0.0
46.274,0.0
46.292,0.0
46.31,0.0
46.328,0.0
46.346,0.0
46.364,0.0
46.382,0.0
46.4,0.0
46.418,0.0
46.436,0.0
46.454,0.0
46.472,0.0
46.49,0.0
46.508,0.0
46.526,0.0
46.544,0.0
46.562,0.0
46.58,0.0
46.598,0.0
46.616,0.0
46.634,0.0
46.652,0.0
46.67,0.0
46.688,0.0
46.706,0.0
46.724,0.0
46.742,0.0
46.76,0.0
46.778,0.0
46.796,0.0
46.814,0.0
46.832,0.0
46.85,0.0
46.868,0.0
46.886,0.0
46.904,0.0
46.922,0.0
46.94,0.0
46.958,0.0
46.976,0.0
46.994,0.0
47.012,0.0
47.03,0.0
47.048,0.0
47.066,0.0
47.084,0.0
47.102,0.0
47.12,0.0
47.138,0.0
47.156,0.0
47.174,0.0
47.192,0.0
47.21,0.0
47.228,0.0
47.246,0.0
47.264,0.0
47.282,0.0
47.3,0.0
47.318,0.0
47.336,0.0
47.354,0.0
47.372,0.0
47.39,0.0
47.408,0.0
47.426,0.0
47.444,0.0
47.462,0.0
47.48,0.0
47.498,0.0
47.516,0.0
47.534,0.0
47.552,0.0
47.57,0.0
47.588,0.0
47.606,0.0
47.624,0.0
47.642,0.0
47.66,0.0
47.678,0.0
47.696,0.0
47.714,0.0
47.732,0.0
47.75,0.0
47.768,0.0
47.786,0.0
47.804,0.0
47.822,0.0
47.84,0.0
47.858,0.0
47.876,0.0
47.894,0.0
47.912,0.0
47.93,0.0
47.948,0.0
47.966,0.0
47.984,0.0
48.002,0.0
48.02,0.0
48.038,0.0
48.056,0.0
48.074,0.0
48.092,0.0
48.11,0.0
48.128,0.0
48.146,0.0
48.164,0.0
48.182,0.0
48.2,0.0
48.218,0.0
48.236,0.0
48.254,0.0
48.272,0.0
48.29,0.0
48.308,0.0
48.326,0.0
48.344,0.0
48.362,0.0
48.38,0.0
48.398,0.0
48.416,0.0
48.434,0.0
48.452,0.0
48.47,0.0
48.488,0.0
48.506,0.0
48.524,0.0
48.542,0.0
48.56,0.0
48.578,0.0
48.596,0.0
48.614,0.0
48.632,0.0
48.65,0.0
48.668,0.0
48.686,0.0
48.704,0.0
48.722,0.0
48.74,0.0
48.758,0.0
48.776,0.0
48.794,0.0
48.812,0.0
48.83,0.0
48.848,0.0
48.866,0.0
48.884,0.0
48.902,0.0
48.92,0.0
48.938,0.0
48.956,0.0
48.974,0.0
48.992,0.0
49.01,0.0
49.028,0.0
49.046,0.0
49.064,0.0
49.082,0.0
49.1,0.0
49.118,0.0
49.136,0.0
49.154,0.0
49.172,0.0
49.19,0.0
49.208,0.0
49.226,0.0
49.244,0.0
49.262,0.0
49.28,0.0
49.298,0.0
49.316,0.0
49.334,0.0
49.352,0.0
49.37,0.0
49.388,0.0
49.406,0.0
49.424,0.0
49.442,0.0
49.46,0.0
49.478,0.0
49.496,0.0
49.514,0.0
49.532,0.0
49.55,0.0
49.568,0.0
49.586,0.0
49.604,0.0
49.622,0.0
49.64,0.0
49.658,0.0
49.676,0.0
49.694,0.0
49.712,0.0
49.73,0.0
49.748,0.0
49.766,0.0
49.784,0.0
49.802,0.0
49.82,0.0
49.838,0.0
49.856,0.0
49.874,0.0
49.892,0.0
49.91,0.0
49.928,0.0
49.946,0.0
49.964,0.0
49.982,0.0
